Npts=32, Emin=0(0.000735), Emax=1178(0.43365), step=38

k                                                                                                                                                                                                                                  E (rydbergs)
0.360204350942724274276391269044993540244427591018667476127003370346140823275871772081252232313225217-0.2479220197332553208563769650428888609876737901006927574890131634493154147865052749051469628210123134j                      0.06828184656945262906255259417276344297600339627516174744396316169120029299402071140706307721244724627-0.178605180404853024726565971434967811879060733352334455956420880030789949744832987259814508391281799j
0.3750989620959609696890060201881126718585936589538147059676573287979341212599934463994110895128830245-0.000000000000001110978717137883894273233438125860093211841979795646418299028979019956647399633334763306475397466792j       0.140699231365467164254927749671044274359375850674708794978270640810927711550366299467675991740323288-0.0000000000000008334539274182449092376137530750454517617714227465523032373557628796831401459350621955831049365262695j
0.403671001457423004250547740100567874258540179999610005049850768517145699221880570778391620761646388+0.3647718483658675321904768754945911979425020901337628183437551168945029391208351028099355679121331394j                      0.02989177605738734940722900004495924157509757058391275856684669722044934879584694566842342146891795575+0.2944956346666499913965398057985275284994478651489241077111440407458295413579350027669189962434278301j
0.4165890477606323455419793786656771789662828427273954511015291569563458480023630744772072483793166583+0.500647394487601206560329565277312426033686868539674852832663284980080502117389975460210419303429578j                      -0.07710137889311336551714699712490159476608183899473917200257399436132423667507417816889923031127673231+0.4171284426668628838312051691411860227105747607180524867509979893906343640942876890765735331736403794j
0.4204276206725485905468458244439225307199534112077476930514470639075793193636497897641054756300968338-0.000000000000005338893415452650119453665769542191885939627031534356005615841428724000466125115060249253719345026711j       0.1767593842243804069682513835738374398617057545822302485717655058727773880665720761584185503107416606-0.000000000000004489236511366188308114272041514841143227898610564154265357001534807456595555089507424604826472425357j
0.4365306581748873474436138470757907959711225798969826206000807991341967759973543999730391975293767382+0.3908920079303076055470277682486939522320654100209492091725032646477610685324920961876103930871161712j                     0.03776245366281267775670005005010605145450377823849905882389158343681561201588454749417448617274594668+0.3412726909942409271913760941501206598853858091325414661574554937878471729921151279634231208389584791j
0.4419729964549119699098184927668854542099857976306302579847717247431105184640414186161826371426285644+0.01035194329737241313075777309888357537866749303524546077558211387777996773999213557132290174998523552j                    0.1952329668653016150921190943769377630553254752510437503897972684466913255383549905503504949524328682+0.009150558796542054553906358316839764604716724842306160436473688250677154680090308077592582372602945473j
0.4419729964549455715834796938489434886084523517142945597408709115367809549032872920394608191571265058-0.01035194329728620888904074321266037662638283376547130811347510942944519070850072589010165015607662591j                    0.1952329668653331019197514657021311349012430133053153612374773247201417886111544069596644998123078579-0.009150558796466550345109629206116536207170692844961387307376068725702393464011134066820731275150640095j
0.4616861897432064219652842780400821367879356907332489676810379246559623727584199012782839504592791489-0.2528160091558004521159996653330182583988355662210781034032087101868646046502781322372384760151001324j                     0.1492382033141342247143127011611154423324773278296921527929980850588751827398258324572621393894382387-0.233443319946450199124275751390244476981910024941833245436967861170010318244863268253900553258257207j
0.4842867341960144550969359312085980245929298672728808878436861757013199531567784111771967628978646322+0.000000000000002963514942778148174204441692249512756483917636216167191853993293594077870561679307500516357070145041j       0.234533640918241156589791177662687511742792239946576203527460469964368146989887193080638084425800942+0.000000000000002870381946758236065067636192675346450904217607040386935203991519934601769489915799976381142865312464j
0.4985076368465437219209221697966694901859791505215377240259395049663694498296446100628748462881930293+0.0000000000000006143098802589248771077508554859117826265821592611752649225391213323106588369646872497511888702077081j      0.2485098639943255158875168527340068424131220488045519749487086641437318573069865245951040701769018765+0.0000000000000006124763333987197616715233860542079195238326210849847695055465782117088627033522084456077398486821859j
0.5199983290725753436971431081188308300526267896403095433795285970845134231842326929757723936006767101+0.009753105656833451104599715194192947577121461757643121108832838364181387633735037194114618080333419195j                   0.270303139168316999239796140603578476755589602363719602659677811958183900868860605538676114419899308+0.0101431972896433540017085890281250392676555817505256361272560614235336114599600657730154177270864451j
0.5199983290725767447258700153731018889887486257074584381733465859633394120158671584402596071690429075-0.009753105656822779324079608340582091082302737967305771428403150772764974287730336042445943066207409329j                   0.2703031391683186644709960076694209639037886780045337608943860505375966613076338144431131289640440552-0.01014319728963228271439362292300561368931340095949180327253921987278018291522080472437465237451931098j
0.5398475219207071594900934028626814416204803114588139287660861322695946266684192778449220435536409897+0.3556999682447391969463291011354461103533831763877225005212540268208838036753583228935810887674732261j                     0.1649128795146199239788515762194340959129523429231008838205859621678920045333532654156311349787774725+0.3840474928083933683126735716994739462254234459147649473573276601943217047385274417821622585916575788j
0.5560993766735462523628436946515155012184723801606109793808322370877101447165425899966778658402502349-0.5223581642261929249491396124014056086486085685647202475067020588384551212073675883531594482403229679j                     0.03638846500294833972228840051012930585076984869045215912694833321100317367881497917260647193637799328-0.5809660990530475846510369225218574613533813336506304610973286870229463686087805515807932858199403853j
0.5636104017932083239438300629898325521091054663289744900938241432765344711341467379445453124238190812+0.458863602301371610266073568759900470911108499952123513731788249580760327610575711822199559265883446j                      0.1071008794925103953529331319381982738976828355690654225801692833018768821328061028142398285910861084+0.5172405985227100100247532380541508330787537069811096708403030433202931724893797396497931497849238392j
0.5648590865676140579439541524283754905240847191194592418977103265047956709410220105350476350600665884+0.3694042148024087740455989852383725841640410680347051458232602195716628044076663495428669270510035051j                     0.1826063137642151506542356550410778802711095518495323659812024700686314790137999101153475830949581728+0.4173226546950306321827458104399414132076266033851374352071181207354425786800709401608572360948405723j
0.5679895219762677542605115124864757231330409429274497504283184484583740130121492121880750986956307099+0.01242249179307258890191174266671769977334597616642757677610306008470478598253569316062954799707203792j                    0.3224577787724801943485204861134962864894619245616797445655383490736836897096201122947847017829565192+0.01411169035060281810753875590728624838937550150335423037471046215270017727206580786024553214072374492j
0.5679895219762842436122645146138842044343833642426582091871403087193878781448953316020457864103450181-0.01242249179306760040977441832136485627388519049286722743856583244637940598345314134875460259183869462j                    0.3224577787724990498455655302202742149618135083428206476187710815024454278072530665200208651632053559-0.01411169035059756096268348280453250199678721809489664442041262393179103630597380988561043223984136097j
0.5708012862203923601549103278825566361463030026152430646117998966019331357407794670032136108666628159+0.000000000000009708665421039035003101755632085945116181259690521033540566841772929764546134827535940852680418951194j       0.3258141083508542812505687410604834910274267426988086519599891964642877535838613335393723147312187985+0.00000000000001108343741962505664413331044756760053259495169236816855887707319846041118099969640397418711730954806j
0.5710640713634654397024490916743880383503292635231365597503270369002261737297960465263645210333412875+0.000000000000009116122456027216579717701242229741200931253200925645260078164841518407819511138596238135257725846919j       0.3261141736022171484606783396986474470494027287777028250054123144030983004366586409349593327927048132+0.00000000000001041178000957363248734717782214691120744503454544546078123246719640062712030662892830385487809619635j
0.5827414524699843231680918818079464718180055949550920594691716920389693689745263239695807479250664668-0.2807907514134079744126752594727526873937154551767730242717663413046037801463827079075208916679830405j                     0.2607441543475207256409535772111803075173556243248208461633685195292679016167518319002423404274971343-0.3272568206375753330650234273722364237877658880808982184947852590820227503605791503225398469869618716j
0.5924144610741804994940862340795892865172668678524668539020345183416135233545438509189570320166729951-0.2055165481397557903642372870233895904638281553604667841864555197992609532371097880487302855050904586j                     0.3087178421305311630376313839005544770712238367546768221745353863466966594372362854239244589867812738-0.2435019502160785988311322592936614238162698865836575279945531682245444780265179949348932123922488799j
0.6675788878945263337277083725930044176027329819781204913817484458733945797616112514601343319567096255-0.5165354097858543552084667977627198312010441816731241486225589068170671283524342315728115367565311425j                     0.1788527419998520751428051717140852270096084333651465809847696908791738440555842302971197351534953122-0.6896562688459681703009013438110491429401440027212146961246519551149262952107891425320034271893223115j
0.670955461646721236149420249675871296980656683620231382073668370941970491900550878651720010580378905+0.3208150774088174154198028462060494269600194248688469044037817845995430466667403751716202140123732569j                      0.3472589176207393013156748602832993828951885933276508691715058058825185501448651959983399472726725859+0.4305052567321233957300493447402436505925008738555507382797110208812960073807314189954254385574331821j
0.6951361847650825884069081840943542669088240001606580390502215267875604189239463057302737443062866606+0.3434219231040779620106171412559709413893523601353815957348706902443995029227652363560896849684070566j                     0.3652756981012518017633465634327925026857958165173846869608847472153378792706533929309329940730415949+0.477450010782512646389407037389969167265253778850410454292171950896863512856129119521034184030333205j
0.7076173091398801028012999753181590476160188293326910344352914846995908188143571078209271559681072827+0.3972825497157573148505596426557080091709331125622448874315178131885954547663235320751171654843499856j                     0.3428888318857114623426046320488457156805471532478238846673907926515686806491677427943066696479941012+0.5622480175961896598540429059402954873177931341954101850282068304660063066839407591579105125881193018j
0.713641582487502963467488691553986967115224118000560363973406403547909669666577437965504839552248606-0.2079428370155774882523481583779975457673721437210144640313950995203081265587724658905555680307120317j                      0.4660440847891804731936152561350339080872504336004712734091801046434303710426010529652553446629373922-0.2967933105494752532738463648664288593483303817851191846453816282199086567631946247549699095539761984j
0.7693431118111590402534328113191486647493780588219053065445052941111020303829924129366915791802997402+0.00001389367433803221060646872273467563820776697420095449328145998017110569263025610521148338964490069154j                 0.5918888234982433741353846579673570699121075434973450445996773969743708495537421575772878887318080382+0.00002137800529942509213563960052910596990829327198081304668292400148302550670368524961924849787520956789j
0.8169789505359642413160719887849441070855446585650631370008240488982141377952627101594900983440989136+0.2758672605702701467535884272614900120967911729938576371531414947529338782221972053223653372669830191j                     0.5913518601643001804885311815423510853181859660963039741617981289069804582922930640505751842955558133+0.4507554900558613854531611241901776009316727515793553875863896394085522344177008471989860867343566065j
0.8238034046111990449399229928788874466551485724039124280443027737896539006736440764386331174135711397-0.1704145602116991397242564586328180682167301272530930119197763941871239880996672027425055920967316921j                     0.6496109271168560923178874493883344385701355582542670694082051775925253307521732569054992608574769982-0.2807761897954358567479232145402166166952399130922203809022577933573917995629114787506117297128897446j
0.8537644165782168396807228302602673986789154938594825068414593564718912210955120280831905552005231107+0.2990834733254481153463205410757525198557289174654407044292606737110662885034231517221235032815684811j                     0.6394627549987289468930098547855889759021101090895999317695621805424424820073736213085910530102246605+0.5106936542237757777678527409211418902074580520456453595557430810630682330693442120732464967533362847j
0.8602064104020296100870264980001617826606866586811547583370417989761229582526847058688793190107591801-0.2535342615753856280824577077266430225706219998485054868590224113275970129887214494071273079691809037j                     0.6756754467041689340320673652376080497016471843975269278245705671509657473942831890984461038618512031-0.4361835941273833916465211946118463350696392912913338856974325156667797741063507856835245762646574886j
0.9326604308569753144773130221225852611151599311075408923443563880229495320257446339213289650210636278+0.1497018175520897137086417278370740550048322611593110473753099287277227701886031030752984114925259798j                     0.8474448451079196754508086640370403971535408875325502094158362727935071174008703115444014383142986311+0.2792419233164086039212122186302672547375062963506230216986152299502609229938658510481282123479152525j
0.9503802538694018289638254027816085612678378272964818841604575848087282135222372712326601619098839898-0.04748204840335129146439118348267459851033351564839787909805574805411305551735322500621984014556461264j                    0.9009680820242904751674250792366742425418150819259573995899602915219874723678214070026318946877110897-0.09025200243163245230925466400358418011464826454942569596307647665495266557459539272695382847190852085j
1.0247267976493988478445063209152507401582474225752875048167051820937176410457132849907000592970045-0.1829387467553696068505179832116819021655477342998633278235409416733664317226214438938890277836194977j                        1.016598424756366758218024714585355886776276506082673263615324029939738953382786297004631236759948483-0.3749244722572485022962709849004003970641052532386697701176751711925359951710291620231885517149868213j
1.152327403663899158877453327583851262928763946627969554980715745557334354054267632437728116917084819+0.05263683634581713881354676128781733531337109113965345723165785606237903867154138076395440668918543764j                     1.325087808694286460484017185213341346951307314440409445922490737256544855796497997381687350174118457+0.1213097379269140497157260062785163074305869286854483481767140123585069979110909848540536965269582502j
1.182868224097861610676132319467469332150773668402548555500655973222564930974008210182540239194075287-1.138967275311849676172834123976444459898835581628483569818720237943361647442613613159070151674491126j                       0.1019307813491301783884282037250713160435854116323673108073870856292422120277573805931671231459830808-2.694496396507415689357917728634019006024406872341705809393537500916227118611247021749396143862765443j
11475423185020766257244766894416497695145355.34210102779781011754930121128241762584880934346208249095-27704122258707713522898359172168933403643204.31821404950286012999037841790579312476280618234943497256j                       -635833052850112035083827932739565805212034053943146366989097250052510679643888105133899.0314147629523-635833053776448749657141312154925044775908570802400834002491764755384785276448125076395.0466566444773j
27704122246886025651275110351105029759154290.84747313335262384683689045774937776393252319845143928624+11475423156480687067430391433430478885178259.00902456663839601946491192836667147519861103476049149484j                       635833052850112035083827932739565805212034053943146366989097250052510679643888105133888.5521385865609+635833051923775321860082185377789284636902045150081079352242740124063441149838050837419.0466566444773j
complete
